,Titre,Prix,Date annonce,Étage,Surface habitable,Salons,Secteur,Latitude,Longitude,Âge du bien_1-5 ans,Âge du bien_11-20 ans,Âge du bien_21+ ans,Âge du bien_6-10 ans,Âge du bien_Neuf,month
2946,appartement de 140 M2 sur deux étages à vendre ,250000.0,2022-07-29,2,140,1,Hay Moulay Ismail,34.0349806,-6.786274890586542,0,0,1,0,0,7
2947,Appartement 50m² à Bouznika,450000.0,2022-07-29,4,50,1,Quartier Industriel,30.4185473,-9.5830012,1,0,0,0,0,7
2948,hamza 1er étage msamcha al wahda oulfa meublé ,330000.0,2022-07-29,1,54,1,Oulfa,33.5512214,-7.6843485,0,0,0,1,0,7
2949,appartement haut standing,1370000.0,2022-07-29,4,100,1,Aïn Chock,33.5362148,-7.6156977,0,0,0,0,1,7
2950,Appartement à vendre a hay l azhar ,330000.0,2022-07-29,4,61,1,Sidi Bernoussi,33.6190686,-7.5003234,0,1,0,0,0,7
2951,Appartement 127m² en Vente à Salé,1500000.0,2022-07-29,1,127,2,Hay Chmaou,34.0665274,-6.8007033,0,0,0,1,0,7
2952,Appartement 78m² en Vente à El Jadida,410000.0,2022-07-29,0,78,1,Hay Essalam,35.0160831,-2.3455481,0,0,0,1,0,7
2953,Appartement 64m² en Vente à Salé près du tram,550000.0,2022-07-29,2,64,2,Tabriquet,34.0426095,-6.8071038,0,1,0,0,0,7
2954,app a vendre ,1850000.0,2022-07-29,1,119,1,Malabata,43.9639253,4.8584904,0,0,0,1,0,7
2955,Appartement 84m² en Vente à Meknès,520000.0,2022-07-29,2,84,2,Marjane 2,35.1223661,-2.9259893,0,0,0,1,0,7
2956,appartement à vendre complex al rayhene ,380000.0,2022-07-29,5,54,1,Mesnana,35.7564316,-5.858300021901263,0,0,0,0,1,7
2957,Appartement en rez de chaussée à vendre ,590000.0,2022-07-29,1,52,1,Malabata,43.9639253,4.8584904,0,1,0,0,0,7
2958,appt a vendre près tachfine centre.,1150000.0,2022-07-29,0,86,1,Aïn Borja,33.586778,-7.5911737,0,0,0,1,0,7
2959,Appartement 92m² en Vente à Hay El Fath,1300000.0,2022-07-29,3,92,1,Hay el Fath,33.83343285,-7.058241834997598,0,0,1,0,0,7
2960,Appartement 68m² en Vente à Meknès,360000.0,2022-07-29,6,68,1,Ville Nouvelle,46.5375248,0.0820166,1,0,0,0,0,7
2961,Appartement 160m² à Marrakech,1600000.0,2022-07-29,5,163,1,Guéliz,31.6321881,-8.0108135,0,1,0,0,0,7
2962,Appartement 56m² à Agadir,350000.0,2022-07-29,3,56,1,Assaka,30.2263755,-7.9596714,0,0,0,0,1,7
2963,appartement 75m haut standing oulfa zoubir ,850000.0,2022-07-29,4,75,1,Oulfa,33.5512214,-7.6843485,0,0,0,1,0,7
2964,Neuf appartement 55m² Rèsidence sada hay mohmadi ,380000.0,2022-07-29,1,54,1,Hay Mohammadi,33.5841444,-7.5569559,1,0,0,0,0,7
2965,Appartement 110m² en Vente à Rabat Hassan,2200000.0,2022-07-29,4,103,2,Hassan,13.0070817,76.0992703,0,0,0,1,0,7
2966,شقة ممتازة,260000.0,2022-07-29,2,85,2,Oued Fès,34.0545279,-5.0328362,1,0,0,0,0,7
2967,vente,300000.0,2022-07-29,3,54,1,Hay Hassani,33.5670464,-7.6784886,0,1,0,0,0,7
2968,Apt 71m² en Vente à Casa Résidence Mouahidine,800000.0,2022-07-29,1,71,2,Hay Mohammadi,33.5841444,-7.5569559,0,0,1,0,0,7
2969,Bel appartement a Alkhouzama 63m2 ,680000.0,2022-07-29,2,63,1,Laimoune,31.6239062,-8.0347898,0,0,0,1,0,7
2970,Appartement 60m² à Kénitra,450000.0,2022-07-29,1,60,1,El Haddada,21.267315,-13.611894,0,0,0,0,1,7
2971,Appartement en Vente à Rabat QBIBAT,600000.0,2022-07-29,5,52,1,Diour Jamaa,34.015746750000005,-6.849800054149153,0,0,0,1,0,7
2972, Bel appartement de 97m2 dans une résidence privé ,940000.0,2022-07-29,3,80,1,Hay Hassani,33.5670464,-7.6784886,1,0,0,0,0,7
2973,Hay anassi appartement a vendre ,280000.0,2022-07-29,1,45,1,Sidi Moumen,33.5843834,-7.5072051,0,1,0,0,0,7
2974,très bel appartement au centre ville de tanger,1200000.0,2022-07-29,8,105,3,Branes 1,59.4783417,11.6853083,0,0,0,1,0,7
2975,Appartement avendre,720000.0,2022-07-29,4,120,2,Narjis,30.36714945,-9.521811965004554,0,1,0,0,0,7
2976,شقة سكنية ,750000.0,2022-07-29,2,94,2,Village,50.1821204,4.021761,1,0,0,0,0,7
2977,Appartement 96m² à Safi ,700000.0,2022-07-29,2,96,1,Miftah el kheir,32.3162311,-9.2308026,0,0,1,0,0,7
2978,appartement sur avenue med6,970000.0,2022-07-29,2,96,2,Hay Salam,33.8940706,-5.5816543,0,0,0,1,0,7
2979,Appartement 85m² en Vente à El Jadida,580000.0,2022-07-29,3,85,1,Centre,47.5490251,1.7324062,0,0,0,1,0,7
2980,Appartement en Vente à FADESA,870000.0,2022-07-29,1,83,1,Hay Nahda,34.6797686,-1.9500751,0,1,0,0,0,7
2981,حي الرحمة سكتور واو سلا تابريكت ,380000.0,2022-07-29,4,65,1,Hay Rahma,34.0567719,-6.7960569,0,0,0,1,0,7
2982,Appartement 53m2 à Tanger,790000.0,2022-07-29,5,53,1,Centre ville,48.9089508,2.2909920324748017,0,0,0,1,0,7
2983,Appartement très bonne état à Fès,850000.0,2022-07-29,1,126,2,Hay Atlas,34.0307453,-4.9944127,0,1,0,0,0,7
2984,Appartement centre ville avec une vue panoramique,2200000.0,2022-07-29,4,90,1,Centre ville,48.9089508,2.2909920324748017,0,0,1,0,0,7
2985,Appartement 50m² à Tilila Agadir,349000.0,2022-07-29,4,50,1,Tilila,30.3984274,-9.516003,1,0,0,0,0,7
2986,APPARTEMENT ÉQUIPÉ OULFA OUM RABIAA,690000.0,2022-07-29,3,73,2,Oulfa,33.5512214,-7.6843485,0,0,0,1,0,7
2987,Appartement 60m² en Vente à Meknès,295000.0,2022-07-29,2,60,1,Zerhounia,33.9021944,-5.5795578,1,0,0,0,0,7
2988,Appartement 137m² à Kénitra,1100000.0,2022-07-29,4,137,2,Mimosas,47.3366191,-2.4296783565399487,0,0,0,1,0,7
2989,Jolie appartement à vendre ,560000.0,2022-07-29,3,74,1,M'Hamid,29.825359,-5.721689,0,0,0,1,0,7
2990,Bel appartement à Sidi Bernoussi,900000.0,2022-07-29,4,80,2,Sidi Bernoussi,33.6190686,-7.5003234,0,0,1,0,0,7
2991,Appartement en Vente avec 2 terrasses,1250000.0,2022-07-29,5,80,1,Quartier de l'Océan,50.8402655,4.3430116,1,0,0,0,0,7
2992,Appartement ,820000.0,2022-07-29,6,93,1,Aïn Borja,33.586778,-7.5911737,0,1,0,0,0,7
2993,appartement Maarif Extension,1350000.0,2022-07-29,2,96,2,Maarif,35.3750725,4.2721827,0,1,0,0,0,7
2994,Appartement 67m² en Vente à Tanger,650000.0,2022-07-29,7,67,1,Val Fleuri,35.769499,-5.8358982,0,0,0,1,0,7
2995,Appartement 100m² en Vente à oulfa,800000.0,2022-07-29,1,100,1,Oulfa,33.5512214,-7.6843485,0,1,0,0,0,7
2996,vent,1040000.0,2022-07-29,3,102,2,Tabriquet,34.0426095,-6.8071038,1,0,0,0,0,7
2997,شقق 83m² للبيع في الدار البيضاء,770000.0,2022-07-29,2,83,1,Al Qods,30.92693485,-6.893302323598688,0,1,0,0,0,7
2998,Appartement A VENDRE,2400000.0,2022-07-29,2,152,3,Centre ville,48.9089508,2.2909920324748017,1,0,0,0,0,7
2999,Appartement 77m² à Casablanca - Ain sebaa,670000.0,2022-07-29,4,77,1,Aïn Sebaâ,33.6059943,-7.5387936,0,1,0,0,0,7
3000,Appartement 70m² à Casablanca,670000.0,2022-07-29,1,70,1,Sidi Bernoussi,33.6190686,-7.5003234,1,0,0,0,0,7
3001,Appartement 93m² à El Jadida,750000.0,2022-07-29,2,93,2,Hay Essalam,35.0160831,-2.3455481,0,0,0,1,0,7
3002,Appartement à Nassim,3800000.0,2022-07-29,2,53,1,Nassim,30.3661691,-9.5267124,1,0,0,0,0,7
3003,studio a vendre,540000.0,2022-07-29,4,56,1,Belvédère,44.0152334,7.3198676,0,1,0,0,0,7
3004,Appartement Neuf 2ChS 71m2 Terrasse Garage maarif,1350000.0,2022-07-29,5,61,1,Maarif,35.3750725,4.2721827,0,0,0,0,1,7
3005,Appartement 128 m² à Hassan,2000000.0,2022-07-29,0,104,1,Hassan,13.0070817,76.0992703,0,0,1,0,0,7
3006,appartement meublé à vendre ,1300000.0,2022-07-29,4,90,2,Yacoub El Mansour,33.9895343,-6.8811155,0,0,1,0,0,7
3007,Appartement à vendre ,420000.0,2022-07-29,1,50,1,Sidi Moumen,33.5843834,-7.5072051,0,0,0,0,1,7
3008,شقة للبيع صفاء 5 العيايدة ,340000.0,2022-07-29,2,54,1,Hay Alqods,34.0145609,-5.0011738,0,0,0,1,0,7
3009,appartement meublé ,290000.0,2022-07-29,3,100,2,Ouled Tayeb,33.959838,-4.99562,1,0,0,0,0,7
3010,appartement à hay rahma ,500000.0,2022-07-29,3,84,1,Hay Rahma,34.0567719,-6.7960569,0,1,0,0,0,7
3011,appartement,650000.0,2022-07-29,4,82,1,Ouled Oujih,34.2595543,-6.6218953,1,0,0,0,0,7
3012,premier étage à vendre ,850000.0,2022-07-29,0,120,2,Saada,17.063405,43.914884,0,0,1,0,0,7
3013,appartement,500000.0,2022-07-29,2,115,1,Andalous,32.3267137,-9.2243909,0,0,0,0,1,7
3014,Appartement 52m² en Vente à Marrakech,360000.0,2022-07-29,2,52,1,M'Hamid,29.825359,-5.721689,1,0,0,0,0,7
3015,Appartement 56m² à Tanger,340000.0,2022-07-29,1,56,1,Hay Al Bassatine,34.6852197,-1.8719058,0,0,0,0,1,7
3016,Appartement 57m2 AVEC UN TRES BON PRIX ,460000.0,2022-07-29,1,57,1,Sidi Bernoussi,33.6190686,-7.5003234,0,0,0,1,0,7
3017,شقة مجهزة ,850000.0,2022-07-29,3,80,1,Aïn Chock,33.5362148,-7.6156977,0,1,0,0,0,7
3018,Appartement 75m² à Kénitra,350000.0,2022-07-29,1,75,1,Assam,26.4073841,93.2551303,0,0,0,1,0,7
3019,Appartement 132m² en Vente à Casablanca,1300000.0,2022-07-29,2,130,3,Aïn Borja,33.586778,-7.5911737,0,1,0,0,0,7
3020,Appartement 84m2,750000.0,2022-07-29,2,84,1,El Ismailia,30.6043775,32.2770825,1,0,0,0,0,7
3021,شقة للبيع بمسنانة كولف,430000.0,2022-07-29,6,60,1,Mesnana,35.7564316,-5.858300021901263,0,0,0,0,1,7
3022,appart orienté plein sud sans vis à vis,2500000.0,2022-07-29,3,175,2,Quartier des Hôpitaux,48.896115300000005,2.173397970396393,0,1,0,0,0,7
3023,appartement àvendre à sidi bouzid ,750000.0,2022-07-29,2,69,1,Saada,17.063405,43.914884,1,0,0,0,0,7
3024,الدارالبيضاء سيدي برنوصي الفجر ,360000.0,2022-07-29,0,65,1,Sidi Bernoussi,33.6190686,-7.5003234,0,0,0,1,0,7
3025,Appartement 120m² en Vente à Casablanca,1150000.0,2022-07-29,2,120,1,Al Qods,30.92693485,-6.893302323598688,0,1,0,0,0,7
3026,Appartement 120m² en Vente à Salé,950000.0,2022-07-29,3,120,1,Sala el Jadida,33.9990238,-6.7428594,0,1,0,0,0,7
3027,شقق 60m² للبيع في بوزنيقة,290000.0,2022-07-29,2,60,1,Hamza,38.76342,36.400044,1,0,0,0,0,7
3028,Appartement 100m² en Vente à Temara,810000.0,2022-07-29,1,100,1,Nahda-1,11.2045019,-4.3049039,0,0,0,1,0,7
3029,Appartement bien située,360000.0,2022-07-29,1,64,1,Sidi Bernoussi,33.6190686,-7.5003234,0,0,0,1,0,7
3030,appartement 62m² quartier essaada,400000.0,2022-07-29,2,62,1,Saada,17.063405,43.914884,1,0,0,0,0,7
3031,Studios à Benjdia de 53m²,790000.0,2022-07-29,3,53,1,Alsace Lorraine,48.8718053,2.5737252,0,0,0,0,1,7
3032,SAS,170000.0,2022-07-29,1,60,1,Sidi Bouzekri,33.8588975,-5.5329894,0,0,0,1,0,7
3033,Appartement de haute standing ,980000.0,2022-07-29,1,168,3,Route de Sefrou,34.0212182,-4.9879182,0,0,0,0,1,7
3034,Appartement bien située,350000.0,2022-07-29,4,76,1,Marjane 2,35.1223661,-2.9259893,0,0,0,1,0,7
3035,Appartement ,750000.0,2022-07-29,4,58,1,Quartier du Parc,43.9823106,0.4452671,0,0,0,0,1,7
3036,Appartement bien située,840000.0,2022-07-29,5,94,2,Branes 2,34.807363,-84.57515,0,0,0,1,0,7
3037,Appartement 101m² en Vente à Agadir,779000.0,2022-07-29,8,101,2,Hay Mohammadi,33.5841444,-7.5569559,0,0,0,0,1,7
3038,Appartement 164m2 Hamriya ,1100000.0,2022-07-29,2,160,2,Hamria,32.7673988,35.1682,1,0,0,0,0,7
3039,Appartement bien située,400000.0,2022-07-29,4,60,1,Lissasfa,33.5314545,-7.6724261,0,0,0,1,0,7
3040,Appartement 54m² hay mohamadi à Agadir,320000.0,2022-07-29,4,54,1,Hay Mohammadi,33.5841444,-7.5569559,0,0,0,1,0,7
3041,Appartement à côté de la gare tabriquet,650000.0,2022-07-29,4,73,1,Tabriquet,34.0426095,-6.8071038,0,1,0,0,0,7
3042,Appartement 43m² Bourgogne ,680000.0,2022-07-29,3,43,1,Bourgogne,47.27808725,4.222486304306048,0,1,0,0,0,7
3043,Appartement terrasse 116m CentreVille ,760000.0,2022-07-29,4,116,1,Centre Ville,48.9089508,2.2909920324748017,0,0,1,0,0,7
3044,شقق 90m² للبيع في مكناس,450000.0,2022-07-29,2,90,2,Wislane,53.4897582,18.743952985681613,0,0,0,0,1,7
3045,شقة للبيع ,480000.0,2022-07-29,1,50,1,Hay Nahda,34.6797686,-1.9500751,0,0,0,1,0,7
3046,Appartement bien située,700000.0,2022-07-29,2,71,1,Oued Eddahab,33.54343825,-7.564625120778171,0,1,0,0,0,7
3047,Appartement en Vente à les Princesses Mâarif ,1950000.0,2022-07-29,2,105,2,Les Princesses,46.680959,5.5529339,0,0,0,0,1,7
3048,Très bel appartement ,420000.0,2022-07-29,6,66,1,Hamria,32.7673988,35.1682,0,1,0,0,0,7
3049,Appartement bien située,290000.0,2022-07-29,4,52,1,Sidi Moumen,33.5843834,-7.5072051,0,0,0,1,0,7
3050,Appartement 87m2 à Lwafa Mohammedia.,870000.0,2022-07-29,3,87,1,Wafa,10.1454095,13.334168,0,1,0,0,0,7
3051,Appart 4 étage 97m² en Vente à la villette Casa,1200000.0,2022-07-29,4,97,1,Hay Mohammadi,33.5841444,-7.5569559,0,0,0,0,1,7
3052,Appartement bien situé,580000.0,2022-07-29,4,54,1,Guéliz,31.6321881,-8.0108135,0,0,0,1,0,7
3053,Appart 109m2 Quartier des Hôpitaux en Vente à Casa,1480000.0,2022-07-29,3,109,1,Quartier des Hôpitaux,48.896115300000005,2.173397970396393,0,1,0,0,0,7
3054,Appartement 163m2 à Belvédère Casablanca,1450000.0,2022-07-29,0,163,1,Belvédère,44.0152334,7.3198676,0,1,0,0,0,7
3055,شقة جميلة,380000.0,2022-07-29,4,73,1,Zouagha,36.6575,9.074679115595616,1,0,0,0,0,7
3056,Appart 102m2 étage 2 à france Ville Casa,1250000.0,2022-07-29,2,91,1,Maarif,35.3750725,4.2721827,0,1,0,0,0,7
3057,Appartement au 3éme 72m2 en Vente à Casablanca,780000.0,2022-07-29,3,72,1,Roches Noires,33.5931914,-7.5957822,0,1,0,0,0,7
3058,Appartement 102m2 OKBA IBN NAFII à Casa,780000.0,2022-07-29,3,102,1,Hay Mohammadi,33.5841444,-7.5569559,0,1,0,0,0,7
3059,Appartement en Vente à Casablanca,740000.0,2022-07-29,2,96,1,Hay Mohammadi,33.5841444,-7.5569559,0,0,1,0,0,7
3060,Appartement 83m2 en Vente à hay Adil à Casablanca,730000.0,2022-07-29,3,83,1,Hay Mohammadi,33.5841444,-7.5569559,0,0,1,0,0,7
3061,Appartement 85m2 à Hay Mohammadi Casa,620000.0,2022-07-29,1,85,2,Hay Mohammadi,33.5841444,-7.5569559,0,0,1,0,0,7
3062,شقة للبيع بالاثاث,3900000.0,2022-07-29,4,73,1,Zouagha,36.6575,9.074679115595616,1,0,0,0,0,7
3063,Appartement 62m2 Résdse Hadika à Casablanca,390000.0,2022-07-29,4,62,1,Sidi Bernoussi,33.6190686,-7.5003234,0,1,0,0,0,7
3064,Appartement 60m² en Vente à gueliz,1000000.0,2022-07-29,3,60,1,Guéliz,31.6321881,-8.0108135,1,0,0,0,0,7
3065,Appartement,390000.0,2022-07-29,4,73,1,Zouagha,36.6575,9.074679115595616,1,0,0,0,0,7
3066,شقه للبيع,690000.0,2022-07-29,2,62,1,Hay el Fath,33.83343285,-7.058241834997598,0,0,0,1,0,7
3067,Appartement 100m2 sur Meknès marjane 2 شقق للبيع ,450000.0,2022-07-29,2,100,2,Marjane 2,35.1223661,-2.9259893,0,0,0,0,1,7
3068,Appartement 123m Cité Plateau Maarif,1550000.0,2022-07-29,4,123,1,Al Batha,31.1193989,45.8757273,0,0,1,0,0,7
3069,Appartement 160m² en Vente à Fès,780000.0,2022-07-29,3,160,2,Saies,-35.0446091,173.7066643,0,1,0,0,0,7
3070,appartement de luxe Émile Zola ,1690000.0,2022-07-29,7,151,1,Belvédère,44.0152334,7.3198676,0,1,0,0,0,7
3071,Appartement 60m² en Vente à Tanger,360000.0,2022-07-29,3,60,1,Zemmouri,36.7864064,3.6012209,0,0,0,1,0,7
3072,Appartement 145m² en Vente à Meknès,870000.0,2022-07-29,2,145,2,Hamria,32.7673988,35.1682,0,0,0,1,0,7
3073,شقة للبيع,310000.0,2022-07-29,4,72,1,Hay fath,34.0392782,-5.0000302,0,0,0,1,0,7
3074,شقة للبيع في عمارة الضحى حي السلام وجدة,280000.0,2022-07-29,4,54,1,Hay Salam,33.8940706,-5.5816543,1,0,0,0,0,7
3075,Appartement à 100m de la plage ,650000.0,2022-07-29,1,61,1,Centre,47.5490251,1.7324062,0,1,0,0,0,7
3076,Appartement de 84 m² à Ryad Sophia ,900000.0,2022-07-29,0,84,2,Route d'El Jadida,33.5462639,-7.6478976,0,0,0,1,0,7
3077,شقة للبيع,740000.0,2022-07-29,1,90,1,Sidi Maarouf,36.6400065,6.2741706,0,1,0,0,0,7
3078,très joli Appart en vente de 132 m2 à Bourgogne,2200000.0,2022-07-29,1,132,1,Bourgogne,47.27808725,4.222486304306048,0,1,0,0,0,7
3079,Appartement 86m² en Vente à Fès,420000.0,2022-07-29,2,86,1,Oued Fès,34.0545279,-5.0328362,0,0,0,1,0,7
3080,Appartement 60m² en Vente à Tanger الضحى,280000.0,2022-07-29,4,60,1,El Mrabet,36.7534742,3.2199638,0,1,0,0,0,7
3081,Appartement 105m² en Vente à Salé,820000.0,2022-07-29,4,105,2,Hay Chmaou,34.0665274,-6.8007033,0,1,0,0,0,7
3082,appartement à vendre ,750000.0,2022-07-29,4,105,1,Daoudiate,31.6539419,-7.993877862540515,0,0,1,0,0,7
3083,Appartement ,550000.0,2022-07-29,1,80,1,Marjane 2,35.1223661,-2.9259893,0,0,0,0,1,7
3084,شقة رائعة للبيع,300000.0,2022-07-29,2,50,1,Wislane,53.4897582,18.743952985681613,0,0,0,0,1,7
3085,مفتاح دار للبيع في السطح ,130000.0,2022-07-29,3,55,1,Centre ville,48.9089508,2.2909920324748017,0,0,1,0,0,7
3086,Appartement 63m² en Vente à Casablanca,620000.0,2022-07-29,1,63,1,La Gironde,47.2583094,4.7188944,0,1,0,0,0,7
3087,À vendre appartement Casablanca Financial City,3500000.0,2022-07-29,1,94,1,Casablanca Finance City,33.55517475,-7.662741607561236,0,0,0,0,1,7
3088,Luxueux studio de 67 m² de haut standing ,1500000.0,2022-07-29,7,60,1,Casablanca Finance City,33.55517475,-7.662741607561236,1,0,0,0,0,7
3089,Appartement 60m² en Vente à Mohammedia,410000.0,2022-07-29,4,60,1,Nassim,30.3661691,-9.5267124,1,0,0,0,0,7
3090,Appartement,440000.0,2022-07-29,4,90,1,Ouled Oujih,34.2595543,-6.6218953,0,0,0,1,0,7
3091,appartement à vendre au quartier Nassim,850000.0,2022-07-29,5,80,1,Sidi Maarouf,36.6400065,6.2741706,0,1,0,0,0,7
3092,Appartement 64m² en Vente à Casablanca,620000.0,2022-07-29,3,64,1,Aïn Sebaâ,33.6059943,-7.5387936,0,0,0,1,0,7
3093,Appartement,1200000.0,2022-07-29,3,160,2,Hay Atlas,34.0307453,-4.9944127,0,1,0,0,0,7
3094,vente sublime appt,1660000.0,2022-07-29,5,159,2,Mimosas,47.3366191,-2.4296783565399487,1,0,0,0,0,7
3095,Appartement de 85m² à Vendre,700000.0,2022-07-29,2,85,1,Hay Chmaou,34.0665274,-6.8007033,0,1,0,0,0,7
3096,Appartement à vendre 95m à belbachir ,450000.0,2022-07-29,6,75,1,Mesnana,35.7564316,-5.858300021901263,1,0,0,0,0,7
3097,Vente appartement lux ,1400000.0,2022-07-29,2,106,1,Quartier du Parc,43.9823106,0.4452671,1,0,0,0,0,7
3098,Appartement 53m² en Vente à Bouznika,320000.0,2022-07-29,4,53,1,Plage Oued Cherrat,33.825350150000006,-7.136693740827474,0,0,0,1,0,7
3099,Appartement 140m² en Vente à Casablanca,1850000.0,2022-07-29,3,140,2,Al Batha,31.1193989,45.8757273,0,0,1,0,0,7
3100,Appartement 125m² en Vente à Marrakech,700000.0,2022-07-29,0,125,1,M'Hamid,29.825359,-5.721689,1,0,0,0,0,7
3101,appartement a vendre,350000.0,2022-07-29,1,55,1,Fouarate,33.5797024,-7.5609031,1,0,0,0,0,7
3102,Appartement 76m² en Vente à Salé,720000.0,2022-07-29,2,76,1,Hay Chmaou,34.0665274,-6.8007033,0,0,1,0,0,7
3103,Belle appartement meublée ou pas,520000.0,2022-07-29,4,69,1,Sidi Moumen,33.5843834,-7.5072051,0,0,0,1,0,7
3104,تجزئة النهضة الطابق الأول,320000.0,2022-07-29,1,50,1,Sidi Moumen,33.5843834,-7.5072051,0,0,0,1,0,7
3105,appartement a vendre a temara ,850000.0,2022-07-29,3,75,2,Wifak,33.8947254,-5.579994,0,0,0,1,0,7
3106,Appartement 108 m² en Vente à Casablanca,990000.0,2022-07-29,5,72,2,Aïn Sebaâ,33.6059943,-7.5387936,0,0,0,0,1,7
3107,appartement spacieux,1420000.0,2022-07-29,7,120,1,Bourgogne,47.27808725,4.222486304306048,0,1,0,0,0,7
3108,شقة للبيع بحي رياض سيدي مومن .في الدار البيضاء,640000.0,2022-07-29,1,110,2,Sidi Moumen,33.5843834,-7.5072051,0,0,0,1,0,7
3109,Appartement 88m2,600000.0,2022-07-29,3,88,1,Amerchich,31.6695899,-8.0044112,0,0,0,1,0,7
3110,trés belle garçonnière à Hay dakhla,300000.0,2022-07-29,1,39,1,Hay Dakhla,32.8929747,-6.9088002,0,0,1,0,0,7
3111,Appartement avec terrasse vue sur les montagnes,750000.0,2022-07-29,3,110,1,Allal El Fassi,35.2453194,-3.9345554,0,1,0,0,0,7
3112,Appartement en plein centre-ville à Vendre,1050000.0,2022-07-29,5,100,3,Centre ville,48.9089508,2.2909920324748017,0,0,0,0,1,7
3113,شقة للبيع,250000.0,2022-07-29,0,65,1,Ouled Tayeb,33.959838,-4.99562,1,0,0,0,0,7
3114,appartement à vendre hay fadle ,360000.0,2022-07-29,0,64,1,Hay Charaf,34.6599666,-1.9042481,0,0,0,1,0,7
3115,appartement ,275000.0,2022-07-29,2,52,1,Quartier Aérodrome,48.8119087,2.0686322,1,0,0,0,0,7
3116,DUPLEX 128m2 EN PLEIN COEUR DE MARRAKECH,1600000.0,2022-07-29,1,128,2,Guéliz,31.6321881,-8.0108135,1,0,0,0,0,7
3117,Appartement bien située,410000.0,2022-07-29,1,110,1,El Matar,34.42694,8.826862941543094,0,0,0,1,0,7
3118,شقة للبيع مصلحة,280000.0,2022-07-29,3,40,1,Hay Alfalah,34.6743315,-1.8763527,0,0,0,1,0,7
3119,appartement Californie ,1100000.0,2022-07-29,2,73,1,Californie,36.7014631,-118.755997,0,0,0,0,1,7
3120,Appartement 82m2,700000.0,2022-07-29,4,82,1,Mimosas,47.3366191,-2.4296783565399487,0,0,0,1,0,7
3121,برطما للبيع بظهر المهراز بسعر مميز وموقع رائع,280000.0,2022-07-29,3,60,2,Dar Mehrez,36.4657771,10.7502217,1,0,0,0,0,7
3122,Joli appartement a Hay Izdihar sans vis à vis,600000.0,2022-07-29,2,72,1,Hay Izdihar,33.9811039,-6.8845328,1,0,0,0,0,7
3123,إقامة شرفا,890000.0,2022-07-29,2,112,2,Mimosas,47.3366191,-2.4296783565399487,1,0,0,0,0,7
3124,vente une tres belle appartement,460000.0,2022-07-29,3,68,1,Oulfa,33.5512214,-7.6843485,0,0,0,1,0,7
3125,appartement haute standing a izdihar,750000.0,2022-07-29,2,70,1,Hay Izdihar,33.9811039,-6.8845328,1,0,0,0,0,7
3126,Vendre appartement ,360000.0,2022-07-29,3,58,2,Sidi Hajji,34.7052104,11.203007829875114,0,0,0,0,1,7
3127,appartement meublé 96m à haut fonty,1200000.0,2022-07-29,1,96,1,Haut-Founty,30.399291,-9.5784304,0,0,0,0,1,7
3128,Appartement 99m2 Ascenseur et sous sol ,450000.0,2022-07-29,1,99,1,Marjane 2,35.1223661,-2.9259893,0,0,0,0,1,7
3129,Bel Appartement à Marrakech à 850 kdh,850000.0,2022-07-29,2,72,1,Palmeraie,5.369934349999999,-3.955494670055743,0,0,0,1,0,7
3130,Hay guich oudaya,950000.0,2022-07-29,1,62,1,Guich Oudaya,33.94383005,-6.884807971402879,0,0,0,0,1,7
3131,تجزئة المستقبل طريق رأس الماء بنسودة,300000.0,2022-07-29,2,85,2,Ben Souda,34.0068845,-5.067669233770365,0,0,0,0,1,7
3132,Appartement 60m² en Vente à Casablanca,580000.0,2022-07-29,1,60,1,Ben M'sick,33.5542611,-7.5813658,0,1,0,0,0,7
3133,APPAREMMENT A VENDRE AVEC ASCENSEUR ET SOUS-SOL ,350000.0,2022-07-29,1,81,1,Marjane 2,35.1223661,-2.9259893,0,0,0,0,1,7
3134,Appartement//Hay salam,310000.0,2022-07-29,3,60,1,Hay Essalam,35.0160831,-2.3455481,0,0,0,1,0,7
3135,Appartement 93m² en Vente à Casablanca,1050000.0,2022-07-29,2,93,1,Oulfa,33.5512214,-7.6843485,0,1,0,0,0,7
3136,Appart Porte Californie 113 m² 3 chambres,1320000.0,2022-07-29,1,113,1,Californie,36.7014631,-118.755997,0,0,0,1,0,7
3137,Appartement 62m² en Vente à Casablanca,590000.0,2022-07-29,1,62,1,Oulfa,33.5512214,-7.6843485,0,1,0,0,0,7
3138,Appartement en Vente à Riad al oulfa,480000.0,2022-07-29,3,50,1,Oulfa,33.5512214,-7.6843485,0,0,0,0,1,7
3139,Appartement bien situé ,925000.0,2022-07-29,2,86,2,Wifak,33.8947254,-5.579994,0,1,0,0,0,7
3140,Appartement 126m² en Vente à Fès,560000.0,2022-07-29,1,126,2,Route de Sefrou,34.0212182,-4.9879182,0,1,0,0,0,7
3141,Appartement à Hay Salam 3 pièces,540000.0,2022-07-29,2,70,1,Hay Salam,33.8940706,-5.5816543,0,1,0,0,0,7
3142,DUPLEX RARE ABOUAB GUELIZ,700000.0,2022-07-29,0,112,1,Les Portes de Marrakech,31.6491388,-8.0385605,1,0,0,0,0,7
